sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
Zape1	NODE_23009_length_3777_cov_21.5	0.351	0.006	0.002	0.990	0.402	0.005	0.002	0.027	0.009	0.076	0.095	0.008	638	17.023	3777	0.027	0.000	0.010	0.011	0.000	0.012	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.011	0.000	0.000	0.010	0.000	0.000
Zape1	NODE_19934_length_4176_cov_50.9	0.466	0.002	0.001	0.562	0.125	0.001	0.001	0.016	0.002	0.001	0.001	0.002	1836	42.367	4176	0.016	0.008	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_13084_length_5518_cov_68.4	0.536	0.004	0.001	0.099	0.130	0.000	0.004	0.009	0.002	0.000	0.001	0.003	3064	55.897	5518	0.007	0.006	0.005	0.015	0.010	0.000	0.002	0.002	0.005	0.005	0.005	0.003	0.002	0.000	0.000	0.000	0.000	0.005	0.000	0.005
Zape1	NODE_7886_length_7520_cov_63.0	0.517	0.003	0.001	0.163	0.131	0.001	0.001	0.007	0.002	0.000	0.001	0.002	3939	51.533	7520	0.009	0.008	0.002	0.003	0.007	0.000	0.008	0.005	0.002	0.003	0.000	0.006	0.002	0.000	0.002	0.002	0.001	0.002	0.003	0.000
Zape1	NODE_8172_length_7358_cov_36.5	0.420	0.003	0.001	0.950	0.130	0.002	0.001	0.019	0.002	0.000	0.001	0.002	2083	28.346	7358	0.019	0.003	0.000	0.003	0.000	0.000	0.003	0.003	0.000	0.003	0.003	0.000	0.000	0.000	0.003	0.006	0.000	0.006	0.003	0.006
Zape1	NODE_1884_length_15991_cov_47.4	0.554	0.004	0.001	0.430	0.139	0.003	0.001	0.014	0.002	0.000	0.001	0.002	5814	38.621	15991	0.012	0.014	0.002	0.006	0.003	0.002	0.003	0.005	0.000	0.003	0.005	0.002	0.003	0.005	0.003	0.005	0.002	0.005	0.000	0.003
Zape1	NODE_1048_length_20917_cov_89.8	0.775	0.003	0.000	0.354	0.114	0.002	0.000	0.007	0.001	0.000	0.001	0.001	15435	73.743	20917	0.006	0.007	0.005	0.002	0.004	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.004	0.001	0.002	0.002	0.003	0.002
Zape1	NODE_5592_length_9150_cov_48.2	0.491	0.003	0.001	0.417	0.149	0.002	0.001	0.014	0.003	0.000	0.001	0.003	3728	39.956	9150	0.011	0.017	0.003	0.002	0.000	0.003	0.000	0.003	0.003	0.000	0.000	0.003	0.005	0.005	0.003	0.002	0.002	0.003	0.000	0.000
Zape1	NODE_3940_length_11087_cov_40.5	0.500	0.007	0.001	0.450	0.127	0.005	0.001	0.021	0.003	0.000	0.001	0.003	3804	32.989	11087	0.022	0.011	0.010	0.015	0.004	0.004	0.004	0.010	0.008	0.005	0.007	0.009	0.006	0.004	0.004	0.002	0.002	0.004	0.007	0.007
Zape1	NODE_22224_length_3874_cov_48.5	0.426	0.005	0.002	0.089	0.171	0.000	0.008	0.012	0.004	0.000	0.001	0.006	1528	39.811	3874	0.007	0.005	0.027	0.013	0.004	0.008	0.000	0.008	0.000	0.011	0.000	0.012	0.000	0.000	0.000	0.008	0.000	0.005	0.000	0.000
Zape1	NODE_3351_length_12032_cov_27.5	0.385	0.003	0.001	0.272	0.101	0.001	0.001	0.010	0.002	0.000	0.001	0.002	2783	22.536	12032	0.009	0.009	0.003	0.006	0.006	0.003	0.000	0.000	0.000	0.003	0.000	0.006	0.000	0.000	0.003	0.003	0.000	0.000	0.000	0.000
Zape1	NODE_5413_length_9324_cov_36.8	0.403	0.002	0.001	0.273	0.093	0.000	0.001	0.008	0.001	0.001	0.001	0.002	2991	30.908	9324	0.006	0.009	0.004	0.003	0.000	0.004	0.000	0.000	0.000	0.000	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_2572_length_13730_cov_74.1	0.657	0.004	0.001	0.320	0.097	0.003	0.000	0.010	0.001	0.000	0.000	0.001	8592	61.034	13730	0.009	0.010	0.006	0.006	0.002	0.003	0.003	0.003	0.002	0.003	0.004	0.005	0.003	0.003	0.005	0.002	0.001	0.003	0.003	0.002
Zape1	NODE_31406_length_3033_cov_71.3	0.534	0.003	0.001	0.213	0.211	0.001	0.002	0.010	0.004	0.000	0.000	0.005	1819	58.653	3033	0.010	0.000	0.023	0.005	0.000	0.000	0.000	0.000	0.005	0.006	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_3459_length_11838_cov_58.8	0.543	0.003	0.001	0.245	0.156	0.002	0.001	0.008	0.002	0.000	0.000	0.002	5775	47.992	11838	0.009	0.006	0.005	0.007	0.002	0.001	0.001	0.009	0.000	0.006	0.000	0.000	0.001	0.001	0.001	0.000	0.001	0.002	0.006	0.001
Zape1	NODE_17363_length_4582_cov_62.3	0.533	0.006	0.002	0.247	0.187	0.003	0.002	0.017	0.005	0.000	0.000	0.006	2331	50.827	4582	0.011	0.028	0.000	0.014	0.000	0.010	0.004	0.003	0.013	0.000	0.003	0.007	0.000	0.004	0.007	0.003	0.003	0.003	0.006	0.000
Zape1	NODE_2060_length_15308_cov_27.9	0.428	0.003	0.001	0.392	0.139	0.001	0.001	0.011	0.002	0.000	0.000	0.002	3699	23.314	15308	0.011	0.007	0.010	0.000	0.000	0.003	0.002	0.002	0.000	0.000	0.002	0.003	0.002	0.000	0.007	0.002	0.000	0.000	0.000	0.000
Zape1	NODE_5667_length_9102_cov_54.7	0.528	0.004	0.001	0.604	0.119	0.002	0.001	0.016	0.002	0.000	0.000	0.002	3986	43.886	9102	0.016	0.011	0.002	0.002	0.004	0.002	0.002	0.005	0.004	0.000	0.002	0.000	0.000	0.004	0.004	0.000	0.004	0.004	0.005	0.004
Zape1	NODE_26342_length_3439_cov_47.5	0.446	0.006	0.001	0.586	0.277	0.005	0.001	0.019	0.005	0.089	0.111	0.004	1290	38.334	3439	0.018	0.014	0.000	0.007	0.006	0.006	0.014	0.014	0.000	0.000	0.000	0.000	0.006	0.006	0.006	0.007	0.006	0.000	0.000	0.006
Zape1	NODE_9857_length_6573_cov_22.9	0.414	0.006	0.002	0.392	0.090	0.002	0.001	0.032	0.004	0.000	0.000	0.004	1231	18.833	6573	0.028	0.033	0.006	0.006	0.007	0.006	0.000	0.006	0.000	0.000	0.006	0.000	0.000	0.000	0.006	0.006	0.000	0.006	0.000	0.006
Zape1	NODE_2170_length_14978_cov_33.5	0.447	0.003	0.001	0.244	0.138	0.002	0.001	0.010	0.002	0.000	0.000	0.003	4107	27.342	14978	0.009	0.006	0.008	0.013	0.002	0.003	0.000	0.003	0.000	0.002	0.000	0.003	0.005	0.000	0.002	0.003	0.001	0.006	0.000	0.002
Zape1	NODE_10738_length_6254_cov_18.9	0.341	0.003	0.002	0.421	0.129	0.001	0.001	0.022	0.004	0.000	0.000	0.004	1008	15.423	6254	0.021	0.019	0.008	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_8513_length_7171_cov_93.5	0.698	0.004	0.001	0.233	0.080	0.002	0.001	0.012	0.002	0.000	0.000	0.002	5506	76.640	7171	0.010	0.013	0.007	0.005	0.008	0.004	0.003	0.001	0.003	0.001	0.004	0.000	0.004	0.001	0.001	0.007	0.003	0.002	0.001	0.001
Zape1	NODE_4060_length_10903_cov_80.1	0.669	0.003	0.001	0.300	0.107	0.002	0.001	0.010	0.002	0.000	0.000	0.002	7947	67.390	10903	0.009	0.009	0.003	0.008	0.001	0.003	0.003	0.001	0.003	0.003	0.000	0.001	0.003	0.001	0.006	0.003	0.001	0.000	0.000	0.001
Zape1	NODE_2412_length_14179_cov_36.3	0.467	0.004	0.001	0.329	0.135	0.002	0.001	0.013	0.003	0.000	0.000	0.003	4180	29.279	14179	0.011	0.010	0.012	0.005	0.000	0.002	0.002	0.003	0.000	0.000	0.004	0.004	0.005	0.009	0.003	0.002	0.000	0.000	0.000	0.002
Zape1	NODE_8584_length_7136_cov_46.6	0.410	0.002	0.001	0.113	0.119	0.000	0.002	0.006	0.002	0.001	0.001	0.002	2557	36.884	7136	0.006	0.006	0.003	0.007	0.000	0.000	0.005	0.002	0.002	0.005	0.002	0.000	0.002	0.000	0.000	0.005	0.000	0.000	0.000	0.000
Zape1	NODE_3246_length_12210_cov_39.9	0.434	0.004	0.001	0.204	0.195	0.002	0.002	0.008	0.003	0.001	0.002	0.003	3667	31.272	12210	0.007	0.013	0.000	0.004	0.010	0.002	0.002	0.003	0.000	0.003	0.007	0.002	0.009	0.002	0.000	0.003	0.002	0.002	0.000	0.002
Zape1	NODE_20861_length_4047_cov_21.4	0.289	0.003	0.001	0.306	0.227	0.001	0.002	0.012	0.005	0.008	0.014	0.005	730	17.439	4047	0.009	0.013	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.010
Zape1	NODE_11720_length_5916_cov_30.9	0.361	0.007	0.001	0.075	0.134	0.000	0.009	0.014	0.004	0.008	0.013	0.005	1516	25.241	5916	0.006	0.023	0.008	0.006	0.013	0.014	0.012	0.000	0.015	0.011	0.006	0.000	0.006	0.000	0.000	0.000	0.007	0.007	0.000	0.000
Zape1	NODE_9754_length_6624_cov_46.9	0.435	0.001	0.001	0.678	0.154	0.001	0.000	0.010	0.002	0.005	0.009	0.002	2290	38.520	6624	0.010	0.004	0.000	0.004	0.000	0.000	0.004	0.004	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_8575_length_7139_cov_83.8	0.686	0.010	0.001	0.360	0.215	0.008	0.002	0.021	0.005	0.005	0.008	0.005	4931	67.878	7139	0.016	0.028	0.008	0.011	0.014	0.002	0.008	0.007	0.005	0.008	0.005	0.014	0.003	0.011	0.008	0.008	0.008	0.015	0.011	0.005
Zape1	NODE_1764_length_16510_cov_58.7	0.596	0.006	0.001	0.132	0.143	0.003	0.002	0.010	0.002	0.004	0.008	0.003	7657	47.111	16510	0.006	0.012	0.007	0.015	0.005	0.008	0.005	0.004	0.002	0.007	0.006	0.004	0.003	0.004	0.004	0.003	0.009	0.005	0.004	0.003
Zape1	NODE_13270_length_5470_cov_19.9	0.288	0.002	0.001	0.327	0.180	0.001	0.001	0.010	0.003	0.003	0.005	0.003	872	16.481	5470	0.007	0.016	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_5436_length_9307_cov_32.0	0.390	0.005	0.001	0.193	0.176	0.003	0.002	0.012	0.004	0.003	0.005	0.004	2362	26.064	9307	0.009	0.012	0.003	0.017	0.013	0.003	0.000	0.005	0.000	0.003	0.003	0.003	0.000	0.003	0.005	0.011	0.003	0.005	0.003	0.000
Zape1	NODE_5313_length_9406_cov_61.2	0.527	0.003	0.001	0.187	0.123	0.002	0.001	0.008	0.002	0.003	0.005	0.002	4629	49.383	9406	0.004	0.010	0.007	0.006	0.007	0.002	0.003	0.002	0.000	0.002	0.003	0.001	0.003	0.003	0.002	0.000	0.000	0.005	0.003	0.003
Zape1	NODE_1989_length_15587_cov_27.8	0.421	0.004	0.001	0.265	0.082	0.002	0.001	0.010	0.001	0.003	0.005	0.001	3513	22.566	15587	0.010	0.009	0.006	0.006	0.004	0.004	0.004	0.002	0.004	0.000	0.002	0.004	0.006	0.004	0.004	0.002	0.002	0.002	0.000	0.000
Zape1	NODE_3010_length_12709_cov_57.5	0.527	0.000	0.000	0.450	0.132	0.000	0.000	0.003	0.001	0.002	0.004	0.001	5454	48.005	12709	0.003	0.002	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_1302_length_18981_cov_37.7	0.504	0.002	0.001	0.213	0.121	0.001	0.001	0.008	0.002	0.001	0.002	0.002	5903	31.077	18981	0.003	0.012	0.008	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.000	0.000	0.002	0.000	0.000	0.000	0.002	0.004	0.000	0.002
Zape1	NODE_5008_length_9714_cov_83.8	0.652	0.004	0.001	0.200	0.132	0.002	0.001	0.008	0.002	0.002	0.003	0.002	6555	68.058	9714	0.007	0.010	0.005	0.005	0.007	0.001	0.007	0.002	0.001	0.003	0.005	0.002	0.000	0.003	0.001	0.005	0.000	0.005	0.001	0.003
Zape1	NODE_9293_length_6812_cov_112.2	0.774	0.007	0.001	0.310	0.128	0.006	0.001	0.015	0.002	0.001	0.003	0.002	6137	89.324	6812	0.014	0.014	0.010	0.008	0.003	0.006	0.010	0.007	0.010	0.007	0.004	0.004	0.007	0.009	0.001	0.006	0.003	0.004	0.007	0.005
Zape1	NODE_6491_length_8432_cov_23.6	0.365	0.004	0.001	0.432	0.128	0.002	0.001	0.018	0.003	0.001	0.003	0.003	1648	18.931	8432	0.017	0.014	0.004	0.004	0.008	0.004	0.000	0.000	0.007	0.008	0.004	0.000	0.000	0.000	0.008	0.000	0.004	0.003	0.000	0.000
Zape1	NODE_4034_length_10944_cov_33.4	0.427	0.007	0.001	0.059	0.116	0.000	0.009	0.014	0.003	0.001	0.002	0.004	3164	27.548	10944	0.017	0.018	0.006	0.003	0.006	0.008	0.014	0.014	0.014	0.008	0.006	0.005	0.010	0.003	0.003	0.003	0.000	0.006	0.005	0.000
Zape1	NODE_1290_length_19059_cov_31.8	0.471	0.003	0.001	0.338	0.195	0.002	0.001	0.008	0.002	0.001	0.002	0.002	5171	26.186	19059	0.007	0.011	0.000	0.002	0.002	0.007	0.005	0.000	0.002	0.002	0.002	0.000	0.003	0.001	0.002	0.005	0.002	0.000	0.002	0.000
Zape1	NODE_4049_length_10926_cov_109.1	0.764	0.005	0.001	0.112	0.106	0.003	0.002	0.009	0.002	0.001	0.002	0.002	9017	85.413	10926	0.006	0.013	0.008	0.009	0.005	0.004	0.004	0.003	0.005	0.006	0.007	0.006	0.004	0.002	0.007	0.005	0.003	0.003	0.002	0.003
Zape1	NODE_3709_length_11476_cov_56.5	0.516	0.002	0.000	0.161	0.109	0.001	0.001	0.006	0.001	0.001	0.002	0.001	4758	46.057	11476	0.003	0.006	0.004	0.006	0.005	0.004	0.000	0.000	0.000	0.000	0.002	0.002	0.002	0.002	0.000	0.000	0.002	0.000	0.002	0.002
Zape1	NODE_7786_length_7572_cov_21.2	0.339	0.004	0.001	0.372	0.158	0.002	0.001	0.017	0.004	0.001	0.002	0.004	1234	16.752	7572	0.017	0.011	0.005	0.015	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.005	0.009	0.005	0.000	0.005	0.005	0.000	0.000
Zape1	NODE_13335_length_5455_cov_85.9	0.670	0.007	0.001	0.244	0.147	0.004	0.002	0.018	0.004	0.001	0.002	0.005	3775	69.953	5455	0.012	0.029	0.005	0.012	0.005	0.005	0.005	0.005	0.005	0.007	0.007	0.010	0.005	0.010	0.000	0.000	0.008	0.005	0.000	0.002
Zape1	NODE_15152_length_5021_cov_28.5	0.324	0.003	0.001	0.229	0.213	0.001	0.002	0.010	0.004	0.001	0.002	0.005	1174	23.537	5021	0.005	0.007	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.006	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000
Zape1	NODE_4206_length_10690_cov_104.9	0.791	0.008	0.001	0.370	0.176	0.006	0.001	0.016	0.003	0.001	0.002	0.003	9099	86.272	10690	0.014	0.017	0.006	0.007	0.010	0.006	0.004	0.011	0.005	0.007	0.006	0.007	0.004	0.011	0.010	0.003	0.006	0.003	0.009	0.003
Zape1	NODE_20661_length_4076_cov_28.6	0.369	0.006	0.002	0.247	0.120	0.001	0.002	0.022	0.005	0.002	0.003	0.006	999	23.237	4076	0.020	0.018	0.014	0.024	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.012	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000
Zape1	NODE_4373_length_10470_cov_90.0	0.678	0.003	0.000	0.162	0.081	0.001	0.001	0.007	0.001	0.000	0.000	0.001	7253	71.913	10470	0.006	0.006	0.009	0.004	0.004	0.003	0.004	0.001	0.000	0.004	0.001	0.003	0.000	0.002	0.002	0.002	0.000	0.002	0.002	0.001
Zape1	NODE_5661_length_9106_cov_94.9	0.708	0.004	0.001	0.248	0.085	0.002	0.001	0.011	0.002	0.000	0.000	0.002	6789	76.084	9106	0.009	0.012	0.009	0.007	0.002	0.003	0.003	0.003	0.003	0.005	0.005	0.004	0.002	0.003	0.003	0.002	0.005	0.002	0.000	0.003
Zape1	NODE_485_length_28215_cov_73.4	0.762	0.004	0.000	0.162	0.101	0.002	0.001	0.007	0.001	0.000	0.000	0.001	17389	59.961	28215	0.006	0.010	0.004	0.005	0.005	0.002	0.004	0.005	0.004	0.004	0.001	0.002	0.003	0.002	0.001	0.006	0.003	0.002	0.002	0.001
Zape1	NODE_244_length_36366_cov_114.6	0.918	0.003	0.000	0.280	0.062	0.002	0.000	0.008	0.001	0.000	0.000	0.001	32548	92.710	36366	0.007	0.006	0.005	0.005	0.003	0.002	0.002	0.002	0.002	0.001	0.002	0.002	0.003	0.003	0.003	0.000	0.002	0.002	0.002	0.001
Zape1	NODE_576_length_26498_cov_100.1	0.851	0.003	0.000	0.285	0.053	0.002	0.000	0.009	0.001	0.000	0.000	0.001	21833	82.400	26498	0.009	0.007	0.004	0.005	0.003	0.003	0.002	0.002	0.003	0.002	0.001	0.002	0.002	0.002	0.002	0.001	0.003	0.003	0.000	0.001
Zape1	NODE_859_length_22884_cov_65.8	0.720	0.003	0.001	0.484	0.076	0.002	0.000	0.015	0.001	0.000	0.000	0.001	12540	53.979	22884	0.014	0.011	0.002	0.004	0.006	0.002	0.002	0.002	0.001	0.003	0.002	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.002	0.002
Zape1	NODE_1647_length_16967_cov_64.4	0.643	0.003	0.001	0.300	0.044	0.001	0.000	0.012	0.001	0.000	0.000	0.001	8919	52.364	16967	0.012	0.007	0.007	0.004	0.005	0.002	0.001	0.001	0.002	0.002	0.001	0.002	0.002	0.002	0.000	0.001	0.002	0.000	0.000	0.001
Zape1	NODE_982_length_21521_cov_140.6	0.923	0.004	0.001	0.353	0.092	0.003	0.000	0.012	0.001	0.000	0.000	0.001	24279	115.079	21521	0.013	0.009	0.004	0.006	0.002	0.004	0.005	0.006	0.004	0.006	0.002	0.003	0.002	0.004	0.003	0.003	0.002	0.001	0.001	0.000
Zape1	NODE_176_length_41577_cov_63.1	0.835	0.004	0.001	0.322	0.071	0.002	0.001	0.013	0.001	0.000	0.000	0.001	21218	51.617	41577	0.012	0.014	0.004	0.006	0.003	0.004	0.003	0.003	0.005	0.002	0.002	0.003	0.002	0.003	0.003	0.002	0.002	0.002	0.003	0.002
Zape1	NODE_128_length_47498_cov_119.0	0.954	0.003	0.001	0.276	0.039	0.002	0.000	0.010	0.001	0.000	0.000	0.001	44770	96.488	47498	0.010	0.008	0.004	0.006	0.004	0.004	0.002	0.004	0.002	0.003	0.002	0.002	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.002
Zape1	NODE_109_length_49870_cov_111.1	0.951	0.003	0.001	0.258	0.047	0.001	0.000	0.009	0.001	0.000	0.000	0.001	46329	91.555	49870	0.008	0.008	0.005	0.006	0.002	0.002	0.003	0.001	0.002	0.002	0.001	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.002
Zape1	NODE_290_length_34347_cov_98.0	0.882	0.003	0.001	0.245	0.067	0.001	0.001	0.009	0.001	0.000	0.000	0.001	27157	80.062	34347	0.010	0.006	0.003	0.006	0.004	0.004	0.003	0.001	0.002	0.003	0.003	0.003	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.001
Zape1	NODE_1097_length_20480_cov_258.0	0.993	0.004	0.000	0.243	0.060	0.002	0.000	0.009	0.001	0.000	0.000	0.001	42657	208.095	20480	0.009	0.009	0.005	0.007	0.005	0.004	0.003	0.003	0.002	0.003	0.003	0.003	0.005	0.002	0.003	0.003	0.001	0.002	0.003	0.002
Zape1	NODE_907_length_22314_cov_61.9	0.678	0.004	0.001	0.201	0.067	0.002	0.001	0.011	0.001	0.000	0.000	0.002	11743	50.560	22314	0.009	0.014	0.005	0.006	0.007	0.003	0.005	0.002	0.004	0.004	0.004	0.003	0.002	0.003	0.000	0.003	0.003	0.001	0.002	0.003
Zape1	NODE_431_length_29445_cov_87.6	0.827	0.003	0.001	0.207	0.045	0.001	0.001	0.010	0.001	0.000	0.000	0.001	20793	70.457	29445	0.009	0.011	0.006	0.006	0.004	0.005	0.003	0.002	0.003	0.001	0.002	0.003	0.002	0.002	0.002	0.001	0.002	0.001	0.001	0.002
Zape1	NODE_56_length_62801_cov_121.5	0.977	0.004	0.001	0.245	0.046	0.002	0.000	0.011	0.001	0.000	0.000	0.001	60900	98.717	62801	0.010	0.010	0.006	0.009	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.002	0.001	0.002	0.002	0.003	0.002	0.002
Zape1	NODE_1337_length_18756_cov_270.6	0.994	0.003	0.000	0.276	0.063	0.002	0.000	0.009	0.001	0.000	0.000	0.001	41381	219.493	18756	0.008	0.008	0.004	0.005	0.005	0.003	0.001	0.002	0.001	0.003	0.002	0.003	0.001	0.003	0.001	0.002	0.002	0.002	0.001	0.002
Zape1	NODE_108_length_49905_cov_102.8	0.940	0.003	0.001	0.288	0.061	0.002	0.000	0.010	0.001	0.000	0.000	0.001	41184	82.680	49905	0.010	0.007	0.005	0.008	0.002	0.002	0.002	0.002	0.003	0.003	0.002	0.002	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.002
Zape1	NODE_46_length_65151_cov_68.2	0.934	0.003	0.000	0.311	0.039	0.002	0.000	0.009	0.001	0.000	0.000	0.001	36309	56.190	65151	0.009	0.007	0.006	0.005	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.002	0.003	0.002	0.001	0.001	0.001	0.002
Zape1	NODE_117_length_48542_cov_370.0	1.000	0.003	0.000	0.265	0.023	0.002	0.000	0.009	0.000	0.000	0.000	0.000	147854	297.810	48542	0.009	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.002	0.002	0.003	0.002	0.002	0.001	0.002	0.002	0.001	0.002	0.002
Zape1	NODE_93_length_52794_cov_109.2	0.953	0.003	0.001	0.159	0.052	0.001	0.001	0.008	0.001	0.000	0.000	0.001	46232	88.938	52794	0.007	0.010	0.005	0.006	0.006	0.004	0.003	0.003	0.002	0.003	0.001	0.003	0.002	0.004	0.002	0.002	0.002	0.000	0.001	0.002
Zape1	NODE_2272_length_14664_cov_418.8	1.000	0.003	0.001	0.259	0.033	0.002	0.000	0.010	0.001	0.000	0.000	0.001	50195	336.219	14664	0.010	0.008	0.005	0.005	0.005	0.003	0.003	0.003	0.002	0.003	0.002	0.002	0.002	0.001	0.002	0.001	0.001	0.002	0.001	0.002
Zape1	NODE_363_length_31734_cov_110.4	0.893	0.003	0.000	0.241	0.036	0.001	0.000	0.008	0.001	0.000	0.000	0.001	27706	89.083	31734	0.008	0.006	0.005	0.004	0.003	0.002	0.003	0.002	0.001	0.003	0.003	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001
Zape1	NODE_352_length_31904_cov_67.3	0.781	0.003	0.001	0.304	0.058	0.002	0.000	0.011	0.001	0.000	0.000	0.001	17806	55.125	31904	0.010	0.011	0.005	0.004	0.004	0.003	0.003	0.002	0.002	0.002	0.004	0.003	0.001	0.002	0.002	0.002	0.001	0.001	0.000	0.000
Zape1	NODE_81_length_55784_cov_110.8	0.961	0.003	0.001	0.325	0.055	0.002	0.000	0.010	0.001	0.000	0.000	0.001	49046	90.584	55784	0.010	0.007	0.003	0.006	0.004	0.003	0.004	0.002	0.002	0.003	0.001	0.002	0.002	0.002	0.001	0.001	0.002	0.002	0.002	0.002
Zape1	NODE_119_length_48190_cov_111.4	0.946	0.003	0.001	0.249	0.068	0.001	0.001	0.009	0.001	0.000	0.000	0.001	42021	90.034	48190	0.009	0.008	0.003	0.008	0.003	0.003	0.004	0.002	0.001	0.003	0.002	0.003	0.002	0.002	0.002	0.003	0.001	0.001	0.001	0.001
Zape1	NODE_6001_length_8797_cov_126.9	0.840	0.004	0.001	0.121	0.040	0.000	0.001	0.010	0.001	0.000	0.000	0.001	9202	105.835	8797	0.009	0.009	0.008	0.005	0.005	0.007	0.003	0.005	0.003	0.003	0.004	0.004	0.003	0.001	0.000	0.000	0.001	0.000	0.000	0.002
Zape1	NODE_1227_length_19434_cov_126.3	0.887	0.005	0.001	0.147	0.044	0.003	0.001	0.011	0.001	0.000	0.000	0.001	20454	103.560	19434	0.011	0.011	0.009	0.008	0.005	0.004	0.007	0.006	0.004	0.006	0.005	0.004	0.003	0.005	0.004	0.004	0.003	0.002	0.002	0.003
Zape1	NODE_1454_length_18038_cov_90.7	0.774	0.004	0.001	0.423	0.088	0.002	0.000	0.012	0.001	0.000	0.000	0.001	13888	74.429	18038	0.013	0.007	0.005	0.006	0.005	0.001	0.003	0.004	0.001	0.006	0.003	0.002	0.003	0.002	0.003	0.003	0.001	0.002	0.001	0.001
Zape1	NODE_2689_length_13456_cov_43.8	0.519	0.003	0.001	0.653	0.124	0.002	0.001	0.016	0.002	0.000	0.000	0.002	4883	35.830	13456	0.017	0.004	0.007	0.002	0.005	0.002	0.002	0.002	0.003	0.005	0.002	0.000	0.000	0.003	0.000	0.000	0.002	0.000	0.003	0.000
Zape1	NODE_1159_length_19919_cov_56.4	0.634	0.004	0.001	0.350	0.095	0.003	0.001	0.012	0.002	0.000	0.000	0.002	9208	46.271	19919	0.012	0.009	0.007	0.008	0.002	0.003	0.004	0.002	0.003	0.005	0.002	0.008	0.002	0.002	0.004	0.003	0.002	0.003	0.002	0.002
Zape1	NODE_7566_length_7702_cov_62.0	0.538	0.002	0.001	0.386	0.081	0.001	0.000	0.011	0.001	0.000	0.000	0.001	3987	51.256	7702	0.010	0.010	0.004	0.003	0.002	0.000	0.002	0.000	0.002	0.003	0.002	0.002	0.000	0.000	0.003	0.002	0.002	0.000	0.000	0.000
Zape1	NODE_457_length_28822_cov_92.0	0.831	0.003	0.000	0.190	0.083	0.002	0.001	0.006	0.001	0.000	0.000	0.001	21609	75.441	28822	0.004	0.007	0.005	0.006	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.003	0.001	0.002	0.003	0.003	0.001	0.002	0.002	0.003
Zape1	NODE_3237_length_12226_cov_40.9	0.517	0.005	0.001	0.447	0.075	0.003	0.001	0.021	0.002	0.000	0.000	0.002	4106	33.725	12226	0.021	0.014	0.006	0.009	0.004	0.006	0.002	0.005	0.004	0.002	0.004	0.002	0.007	0.005	0.004	0.002	0.000	0.004	0.004	0.002
