sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
AW108	NODE_1013_length_22748_cov_80.7	286	family	Lachnospiraceae	19	17	11	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
AW108	NODE_3022_length_10508_cov_72.5	286	family	Lachnospiraceae	13	13	13	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT43	NODE_305_length_41711_cov_115.0	23706	species	Copromorpha sp017416795	49	46	19	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Copromorpha;s_Copromorpha sp017416795
UT43	NODE_1167_length_22852_cov_92.0	24382	species	Faecousia sp900553805	45	42	20	0.76	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia sp900553805
UT43	NODE_3187_length_13313_cov_362.1	51924	species	Arthrobacter B gandavensis	22	20	11	0.7	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B gandavensis
UT43	NODE_6349_length_8734_cov_26.7	321	family	Micrococcaceae	9	9	7	0.86	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae
UT43	NODE_10614_length_6026_cov_72.0	47460	species	UBA6857 sp002451715	7	7	4	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857;s_UBA6857 sp002451715
UT43	NODE_19408_length_3805_cov_110.0	954	genus	Ruminiclostridium E	8	7	5	0.96	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminiclostridium E
AW110A	NODE_751_length_21266_cov_159.6	2812	species	Ligilactobacillus animalis	22	20	10	0.61	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Ligilactobacillus;s_Ligilactobacillus animalis
AW110A	NODE_8215_length_5998_cov_35.0	3002	genus	Anaerotignum	5	4	3	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Anaerotignaceae;g_Anaerotignum
UT30	NODE_19_length_251665_cov_37.6	28955	species	Merdousia sp002405555	262	256	153	0.65	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp002405555
UT30	NODE_226_length_131806_cov_49.5	28955	species	Merdousia sp002405555	109	108	63	0.62	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp002405555
UT43	NODE_1942_length_17616_cov_124.0	37705	species	Oceanobacillus rekensis	24	23	15	0.82	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Oceanobacillus;s_Oceanobacillus rekensis
UT43	NODE_3847_length_11935_cov_105.9	517	family	Ruminococcaceae	13	13	7	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
UT43	NODE_7143_length_8045_cov_104.4	286	family	Lachnospiraceae	8	7	5	0.61	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT43	NODE_13334_length_5073_cov_40.1	16661	species	CAG-632 sp002406015	6	5	3	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-632;s_CAG-632 sp002406015
UT43	NODE_22754_length_3382_cov_81.5	47897	species	RGIG9115 sp017935675	2	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381;f_UBA1381;g_RGIG9115;s_RGIG9115 sp017935675
Zape1	NODE_5413_length_9324_cov_36.8	517	family	Ruminococcaceae	10	10	9	0.88	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
Zape1	NODE_11170_length_6099_cov_46.2	25111	species	UMGS1889 sp900556055	6	5	2	0.64	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_UMGS1889;s_UMGS1889 sp900556055
Zape1	NODE_19506_length_4241_cov_49.3	517	family	Ruminococcaceae	5	5	4	0.68	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
Zape2	NODE_119_length_44087_cov_453.1	24461	species	Arthrobacter B koreensis	57	53	29	0.62	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B koreensis
Zape2	NODE_2016_length_13471_cov_142.0	26045	species	Arthrobacter B yangruifuii	21	19	13	0.8	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B yangruifuii
Zape2	NODE_6290_length_6366_cov_23.0	2	superkingdom	Bacteria	7	6	5	0.75	d_Bacteria
AW107	NODE_15_length_80067_cov_108.1	2320	species	PeH17 sp000435055	61	58	49	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_PeH17;s_PeH17 sp000435055
AW107	NODE_1457_length_13196_cov_27.7	1631	genus	UBA1067	11	11	8	0.8	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RFP12;f_UBA1067;g_UBA1067
AW107	NODE_8316_length_5136_cov_36.4	19649	species	Bruticola sp004554425	7	7	3	0.59	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae;g_Bruticola;s_Bruticola sp004554425
AW107	NODE_18490_length_3282_cov_13.5	22384	species	HGM12713 sp900754175	3	3	3	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_HGM12713;s_HGM12713 sp900754175
UT43	NODE_385_length_38055_cov_58.8	8161	genus	UBA6857	34	34	27	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857
UT43	NODE_1233_length_22280_cov_49.3	6779	species	Eubacterium G sp000434315	20	17	9	0.53	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium G;s_Eubacterium G sp000434315
UT43	NODE_3280_length_13078_cov_76.8	10	class	Bacilli	5	5	4	0.8	d_Bacteria;p_Firmicutes;c_Bacilli
UT43	NODE_6495_length_8615_cov_59.6	9391	family	CAG-465	11	10	7	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-465
UT43	NODE_11190_length_5796_cov_42.0	37	class	Clostridia	3	3	2	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia
UT43	NODE_19824_length_3743_cov_44.9	2036	family	UBA1381	5	5	4	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381;f_UBA1381
AW110A	NODE_965_length_18892_cov_78.9	3099	genus	Blautia	20	19	9	0.59	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia
AW110A	NODE_8748_length_5758_cov_66.6	42	family	Enterococcaceae	6	6	3	0.59	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae
UT30	NODE_26_length_232320_cov_586.3	8708	species	CAG-177 sp000431775	229	219	154	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp000431775
UT30	NODE_243_length_128820_cov_136.2	54525	species	HGM10818 sp905211265	117	110	49	0.51	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_HGM10818;s_HGM10818 sp905211265
UT30	NODE_26026_length_9471_cov_54.7	18484	species	CAG-390 sp900753295	15	15	5	0.54	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_CAG-390;s_CAG-390 sp900753295
UT30	NODE_30022_length_8338_cov_154.3	581	genus	Brachyspira	9	7	5	0.82	d_Bacteria;p_Spirochaetota;c_Brachyspirae;o_Brachyspirales;f_Brachyspiraceae;g_Brachyspira
UT30	NODE_35967_length_7086_cov_23.1	39793	species	Acetatifactor sp900771995	8	8	7	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor sp900771995
UT30	NODE_42473_length_6076_cov_14.8	287	genus	Agathobacter	9	9	5	0.62	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Agathobacter
UT30	NODE_49609_length_5242_cov_33.4	374	genus	Prevotella	8	8	7	0.86	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella
UT30	NODE_60557_length_4326_cov_25.4	330	order	Oscillospirales	10	8	4	0.73	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
UT30	NODE_70020_length_3773_cov_29.6	45689	species	Stercorousia sp905212085	5	5	3	0.6	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Gastranaerophilales;f_Gastranaerophilaceae;g_Stercorousia;s_Stercorousia sp905212085
UT30	NODE_78068_length_3407_cov_11.2	37	class	Clostridia	5	5	3	0.51	d_Bacteria;p_Firmicutes A;c_Clostridia
Zape1	NODE_244_length_36366_cov_114.6	286	family	Lachnospiraceae	34	32	30	0.93	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape1	NODE_1884_length_15991_cov_47.4	4643	species	Kurthia intestinigallinarum	20	20	15	0.83	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Kurthia;s_Kurthia intestinigallinarum
UT30	NODE_287_length_120375_cov_73.6	1048	genus	Fimenecus	122	114	85	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Fimenecus
UT30	NODE_664_length_88505_cov_225.4	927	genus	Lachnospira	80	75	48	0.72	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira
UT30	NODE_1164_length_69309_cov_413.1	4021	genus	CAG-115	81	78	51	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_CAG-115
UT30	NODE_1678_length_57863_cov_88.6	1290	genus	CAG-127	46	43	31	0.72	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-127
UT30	NODE_2283_length_49415_cov_42.7	3264	genus	Succinivibrio	42	41	31	0.79	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Succinivibrionaceae;g_Succinivibrio
UT30	NODE_3204_length_41209_cov_147.4	12940	species	UMGS1781 sp900555075	63	60	34	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_UMGS1781;s_UMGS1781 sp900555075
UT30	NODE_4223_length_35410_cov_41.1	1939	genus	CAG-83	50	46	32	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-83
UT30	NODE_5040_length_31783_cov_46.5	831	genus	Peribacillus	33	33	20	0.67	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-1321;g_Peribacillus
UT30	NODE_6155_length_27877_cov_22.5	28925	species	Planococcus massiliensis	32	30	26	0.89	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus;s_Planococcus massiliensis
UT30	NODE_7659_length_24304_cov_148.3	63061	species	CAG-452 sp017397545	27	27	10	0.54	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-452;s_CAG-452 sp017397545
AW110A	NODE_14450_length_4088_cov_35.4	2	superkingdom	Bacteria	7	7	6	0.76	d_Bacteria
UT30	NODE_111_length_163916_cov_59.5	4639	species	COE1 sp001916965	190	179	95	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1 sp001916965
UT30	NODE_330_length_116466_cov_205.2	10835	species	Cryptobacteroides sp000434935	112	108	73	0.76	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp000434935
UT30	NODE_699_length_86645_cov_48.2	1794	species	Eubacterium F sp003491505	98	94	49	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium F;s_Eubacterium F sp003491505
UT30	NODE_1213_length_67783_cov_2057.5	12447	species	CAG-273 sp000437855	65	63	37	0.62	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-273;s_CAG-273 sp000437855
UT30	NODE_1725_length_57345_cov_50.8	6563	species	Prevotella sp002300055	45	42	25	0.64	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp002300055
UT30	NODE_2355_length_48607_cov_47.3	26544	species	Peribacillus psychrosaccharolyticus	47	46	38	0.81	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-1321;g_Peribacillus;s_Peribacillus psychrosaccharolyticus
UT30	NODE_3330_length_40319_cov_30.9	12496	genus	RUG563	39	35	17	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_RUG563
UT30	NODE_4343_length_34796_cov_47.7	76472	species	SIG351 sp905210525	33	31	20	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia;o_HGM11327;f_HGM11327;g_SIG351;s_SIG351 sp905210525
UT30	NODE_5354_length_30604_cov_43.8	2038	species	CAG-41 sp900066215	38	37	19	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UBA1381;f_UBA1381;g_CAG-41;s_CAG-41 sp900066215
AW107	NODE_1376_length_13522_cov_128.1	12531	species	Cryptobacteroides sp900544195	18	16	11	0.9	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp900544195
AW107	NODE_7942_length_5266_cov_28.5	19649	species	Bruticola sp004554425	4	4	3	0.75	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae;g_Bruticola;s_Bruticola sp004554425
AW107	NODE_17382_length_3389_cov_16.8	5912	species	Ruminococcus sp002438605	8	8	8	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp002438605
Zape3	NODE_458_length_36435_cov_83.1	287	genus	Agathobacter	48	44	25	0.63	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Agathobacter
Zape3	NODE_2057_length_14289_cov_107.6	1	no rank	root	4	3	3	1.0	-_root
Zape3	NODE_8426_length_5200_cov_19.2	56579	species	Eubacterium R sp900772705	4	4	2	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R;s_Eubacterium R sp900772705
AW108	NODE_56_length_85548_cov_154.1	2320	species	PeH17 sp000435055	101	97	71	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-138;g_PeH17;s_PeH17 sp000435055
AW108	NODE_1359_length_18489_cov_49.1	31028	species	F23-B02 sp003533405	18	18	10	0.56	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_F23-B02;s_F23-B02 sp003533405
AW108	NODE_4173_length_8379_cov_44.3	5517	genus	CAG-510	7	7	7	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-510
AW108	NODE_13190_length_3942_cov_34.5	50998	species	AC2028 sp016286555	4	4	2	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_AC2028;s_AC2028 sp016286555
UT30	NODE_5405_length_30423_cov_39.5	6048	genus	UMGS1668	30	29	22	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_UMGS1668
UT30	NODE_6760_length_26251_cov_30.6	73	genus	Pseudomonas E	30	28	18	0.68	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E
UT30	NODE_7986_length_23611_cov_90.8	10	class	Bacilli	25	24	24	1.0	d_Bacteria;p_Firmicutes;c_Bacilli
UT30	NODE_9415_length_21119_cov_271.3	10835	species	Cryptobacteroides sp000434935	24	23	15	0.73	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp000434935
UT30	NODE_10903_length_18978_cov_72.1	7841	species	Alloprevotella sp900539625	35	33	29	0.94	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Alloprevotella;s_Alloprevotella sp900539625
UT30	NODE_13390_length_16252_cov_234.4	75454	species	Psychrobacillus psychrotolerans	16	16	12	0.83	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Psychrobacillus;s_Psychrobacillus psychrotolerans
UT30	NODE_15671_length_14382_cov_51.2	7160	order	ML615J-28	8	8	5	0.57	d_Bacteria;p_Firmicutes;c_Bacilli;o_ML615J-28
UT30	NODE_18495_length_12590_cov_77.3	37	class	Clostridia	16	15	14	0.91	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_22512_length_10692_cov_26.0	1	no rank	root	1	1	1	1.0	-_root
UT30	NODE_25608_length_9604_cov_55.8	51924	species	Arthrobacter B gandavensis	11	10	8	0.8	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B gandavensis
AW108	NODE_18994_length_3094_cov_140.3	8781	species	Ruminococcus F champanellensis	8	8	5	0.98	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
UT43	NODE_670_length_29848_cov_67.0	37	class	Clostridia	31	30	23	0.85	d_Bacteria;p_Firmicutes A;c_Clostridia
UT43	NODE_2374_length_15853_cov_89.4	37	class	Clostridia	19	18	16	0.91	d_Bacteria;p_Firmicutes A;c_Clostridia
UT43	NODE_4646_length_10606_cov_46.9	28925	species	Planococcus massiliensis	14	14	10	0.71	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus;s_Planococcus massiliensis
UT43	NODE_8840_length_6889_cov_25.7	997	family	Planococcaceae	7	7	6	0.99	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae
UT43	NODE_13953_length_4908_cov_335.0	51924	species	Arthrobacter B gandavensis	6	6	6	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B gandavensis
UT43	NODE_26227_length_3034_cov_38.5	8807	genus	CAG-273	5	5	4	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508;g_CAG-273
AW110A	NODE_4376_length_8885_cov_66.6	3099	genus	Blautia	9	9	7	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia
AW110A	NODE_16180_length_3765_cov_24.5	10049	species	Phocaeicola sp900551065	5	5	4	0.76	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Phocaeicola;s_Phocaeicola sp900551065
UT30	NODE_131_length_154673_cov_548.5	17582	species	Cryptobacteroides sp900545245	151	149	102	0.74	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp900545245
UT30	NODE_4951_length_32104_cov_55.3	26544	species	Peribacillus psychrosaccharolyticus	39	38	27	0.8	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-1321;g_Peribacillus;s_Peribacillus psychrosaccharolyticus
UT30	NODE_6094_length_28075_cov_19.9	7699	genus	RUG806	28	26	17	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_RUG806
UT30	NODE_7636_length_24337_cov_28.9	13647	species	UBA644 sp900547165	27	27	26	0.96	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_UBA644;g_UBA644;s_UBA644 sp900547165
UT30	NODE_8794_length_22141_cov_18.3	37	class	Clostridia	23	22	13	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_10422_length_19592_cov_128.2	2153	genus	Treponema D	18	18	15	0.87	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema D
UT30	NODE_12492_length_17141_cov_478.0	24887	species	Ruminococcus sp001604035	20	17	7	0.68	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp001604035
UT30	NODE_15010_length_14885_cov_26.5	11379	species	Copromorpha sp900549125	7	7	4	0.51	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Copromorpha;s_Copromorpha sp900549125
UT30	NODE_18022_length_12860_cov_21.7	6566	species	Cryptobacteroides sp900546925	12	12	10	0.9	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp900546925
UT30	NODE_20769_length_11462_cov_22.9	37	class	Clostridia	12	12	8	0.77	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_24576_length_9936_cov_23.9	997	family	Planococcaceae	10	9	7	0.75	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae
UT30	NODE_4662_length_33322_cov_30.2	17953	genus	CAG-449	37	36	20	0.77	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-449;g_CAG-449
UT30	NODE_5797_length_29028_cov_58.1	831	genus	Peribacillus	24	22	12	0.55	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-1321;g_Peribacillus
UT30	NODE_7121_length_25402_cov_43.1	51924	species	Arthrobacter B gandavensis	34	32	17	0.57	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter B;s_Arthrobacter B gandavensis
UT30	NODE_8407_length_22839_cov_32.7	8496	genus	Planococcus	30	28	25	0.95	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus
UT30	NODE_9968_length_20249_cov_22.0	7272	genus	CAG-882	23	22	17	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-882
UT30	NODE_11520_length_18217_cov_39.4	12354	species	Cryptobacteroides sp000432515	22	21	16	0.92	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp000432515
UT30	NODE_14094_length_15607_cov_38.4	2544	species	Faecalibacillus faecis	16	16	15	0.93	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Coprobacillaceae;g_Faecalibacillus;s_Faecalibacillus faecis
UT30	NODE_16651_length_13742_cov_23.5	6566	species	Cryptobacteroides sp900546925	19	19	8	0.62	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp900546925
UT30	NODE_19274_length_12189_cov_66.3	11701	species	Choladousia sp902363135	10	9	8	0.89	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia sp902363135
UT30	NODE_23598_length_10275_cov_16.2	217	species	Enterococcus B hirae	9	8	7	0.86	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B hirae
UT30	NODE_10238_length_19867_cov_22.8	9790	species	Faecousia sp900546415	24	23	19	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia sp900546415
UT30	NODE_11978_length_17677_cov_41.5	24265	species	Lachnospira sp900547255	13	13	10	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira sp900547255
UT30	NODE_14480_length_15290_cov_37.9	706	genus	Ruthenibacterium	17	17	7	0.57	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruthenibacterium
UT30	NODE_17456_length_13192_cov_542.5	2114	genus	Psychrobacter	11	9	9	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter
UT30	NODE_19730_length_11958_cov_115.5	37	class	Clostridia	10	10	6	0.62	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_24094_length_10103_cov_1028.0	50216	species	Phocaeicola faecigallinarum	3	2	1	0.5	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Phocaeicola;s_Phocaeicola faecigallinarum
UT30	NODE_27186_length_9133_cov_25.3	760	genus	Gemmiger	12	10	9	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Gemmiger
UT30	NODE_31075_length_8086_cov_29.2	9790	species	Faecousia sp900546415	8	8	7	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia;s_Faecousia sp900546415
UT30	NODE_37082_length_6895_cov_51.7	599	genus	Limivicinus	12	12	7	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Limivicinus
UT30	NODE_44203_length_5850_cov_120.2	24879	species	CAG-762 sp000432575	6	5	4	0.75	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_CAG-762;s_CAG-762 sp000432575
UT30	NODE_8357_length_22940_cov_19.1	34752	species	HGM11416 sp900766495	20	20	19	0.95	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_Borkfalkiaceae;g_HGM11416;s_HGM11416 sp900766495
UT30	NODE_9866_length_20411_cov_27.3	1624	genus	CAG-177	26	23	19	0.79	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177
UT30	NODE_11450_length_18298_cov_97.6	286	family	Lachnospiraceae	27	26	19	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
